Counter,Row,ColumnCounter,Video,Filename,"What is the start time of the commercial? (Remember to pause the video at the black frame right before the commercial starts, and then click on Share and click the ""start at"" button before copying and pasting the URL here)","What is the END time of the commercial? (Remember to pause the video at the black frame right after the commercial ends, and then click on Share and click the ""start at"" button before copying and pasting the URL here)",Who is the ad's sponsor (or the company who makes the product in the ad)?,"What is the product being advertised, if any?",Is the Commercial Particularly Interesting/Weird/Cool?,Blank,Date,Sponsor--Product,StartTime,EndTime,Time,Interesting,Formula
13,55,73,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5141,https://youtu.be/SED4jgxJ814?t=5171,Lens Crafters,Not Applicable,No,0,1989 09 06,Lens Crafters--Not Applicable,5141,5171,30,,"ffmpeg -ss 5140 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Lens Crafters--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5141s"".mp4"
14,55,79,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5172,https://youtu.be/SED4jgxJ814?t=5202,Sizzler's,Pick-A-Platter Salad Bar Special,No,0,1989 09 06,Sizzler's--Pick-A-Platter Salad Bar Special,5172,5202,30,,"ffmpeg -ss 5171 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Sizzler's--Pick-A-Platter Salad Bar Special__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5172s"".mp4"
15,55,85,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5209,https://youtu.be/SED4jgxJ814?t=5239,DuPont,Not Applicable,No,0,1989 09 06,DuPont--Not Applicable,5209,5239,30,,"ffmpeg -ss 5208 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""DuPont--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5209s"".mp4"
16,55,91,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5682,https://youtu.be/SED4jgxJ814?t=5711,KCOP 13,Various Shows on the Channel,No,0,1989 09 06,KCOP 13--Various Shows on the Channel,5682,5711,29,,"ffmpeg -ss 5681 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 32 ""KCOP 13--Various Shows on the Channel__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5682s"".mp4"
17,55,97,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5712,https://youtu.be/SED4jgxJ814?t=5743,Comet Cleaner,Not Applicable,No,0,1989 09 06,Comet Cleaner--Not Applicable,5712,5743,31,,"ffmpeg -ss 5711 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 34 ""Comet Cleaner--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5712s"".mp4"
18,55,103,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5743,https://youtu.be/SED4jgxJ814?t=5774,K-BIG FM 104.3,Not Applicable,No,0,1989 09 06,K-BIG FM 104.3--Not Applicable,5743,5774,31,,"ffmpeg -ss 5742 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 34 ""K-BIG FM 104.3--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5743s"".mp4"
19,55,109,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5774,https://youtu.be/SED4jgxJ814?t=5804,Head and Shoulders,Shampoo,No,0,1989 09 06,Head and Shoulders--Shampoo,5774,5804,30,,"ffmpeg -ss 5773 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Head and Shoulders--Shampoo__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5774s"".mp4"
20,55,115,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=5805,https://youtu.be/SED4jgxJ814?t=5815,Alpine Village,Oktoberfest Celebration,No,0,1989 09 06,Alpine Village--Oktoberfest Celebration,5805,5815,10,,"ffmpeg -ss 5804 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 13 ""Alpine Village--Oktoberfest Celebration__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_5805s"".mp4"
21,55,121,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6130,https://youtu.be/SED4jgxJ814?t=6160,College Hospital,None,No,0,1989 09 06,College Hospital--None,6130,6160,30,,"ffmpeg -ss 6129 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""College Hospital--None__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6130s"".mp4"
22,55,127,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6161,https://youtu.be/SED4jgxJ814?t=6192,Lens Crafters,Not Applicable,No,0,1989 09 06,Lens Crafters--Not Applicable,6161,6192,31,,"ffmpeg -ss 6160 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 34 ""Lens Crafters--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6161s"".mp4"
23,55,133,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6192,https://youtu.be/SED4jgxJ814?t=6222,Lamps Plus,Various Light Fixtures,No,0,1989 09 06,Lamps Plus--Various Light Fixtures,6192,6222,30,,"ffmpeg -ss 6191 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Lamps Plus--Various Light Fixtures__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6192s"".mp4"
24,55,139,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6229,https://youtu.be/SED4jgxJ814?t=6259,Springmaid Sateen,Cotton Sheets,No,0,1989 09 06,Springmaid Sateen--Cotton Sheets,6229,6259,30,,"ffmpeg -ss 6228 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Springmaid Sateen--Cotton Sheets__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6229s"".mp4"
25,55,145,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6585,https://youtu.be/SED4jgxJ814?t=6615,Aetna Insurance,Not Applicable,No,0,1989 09 06,Aetna Insurance--Not Applicable,6585,6615,30,,"ffmpeg -ss 6584 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Aetna Insurance--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6585s"".mp4"
26,55,151,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6616,https://youtu.be/SED4jgxJ814?t=6647,General Foods,Instant Coffee,No,0,1989 09 06,General Foods--Instant Coffee,6616,6647,31,,"ffmpeg -ss 6615 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 34 ""General Foods--Instant Coffee__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6616s"".mp4"
27,55,157,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6647,https://youtu.be/SED4jgxJ814?t=6678,Dodge,Not Applicable,No,0,1989 09 06,Dodge--Not Applicable,6647,6678,31,,"ffmpeg -ss 6646 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 34 ""Dodge--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6647s"".mp4"
28,55,163,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6678,https://youtu.be/SED4jgxJ814?t=6708,Greater Los Angeles Partnership for the Homeless,Not Applicable,No,0,1989 09 06,Greater Los Angeles Partnership for the Homeless--Not Applicable,6678,6708,30,,"ffmpeg -ss 6677 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Greater Los Angeles Partnership for the Homeless--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6678s"".mp4"
29,55,169,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=6708,https://youtu.be/SED4jgxJ814?t=6738,Furnishings 2000,Furniture Sale,No,0,1989 09 06,Furnishings 2000--Furniture Sale,6708,6738,30,,"ffmpeg -ss 6707 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Furnishings 2000--Furniture Sale__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_6708s"".mp4"
30,55,175,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=7075,https://youtu.be/SED4jgxJ814?t=7106,Downy,Laundry Detergent,No,0,1989 09 06,Downy--Laundry Detergent,7075,7106,31,,"ffmpeg -ss 7074 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 34 ""Downy--Laundry Detergent__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_7075s"".mp4"
31,55,181,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=7106,https://youtu.be/SED4jgxJ814?t=7136,Joy,Dish Cleaner,No,0,1989 09 06,Joy--Dish Cleaner,7106,7136,30,,"ffmpeg -ss 7105 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 33 ""Joy--Dish Cleaner__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_7106s"".mp4"
32,55,187,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=7137,,Lilt,Hairspray,No,0,1989 09 06,Lilt--Hairspray,7137,#VALUE!,#VALUE!,,#VALUE!
33,55,193,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=7168,https://youtu.be/SED4jgxJ814?t=7178,KCOP 13,Not Applicable,No,0,1989 09 06,KCOP 13--Not Applicable,7168,7178,10,,"ffmpeg -ss 7167 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 13 ""KCOP 13--Not Applicable__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_7168s"".mp4"
34,55,199,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,https://youtu.be/SED4jgxJ814?t=7178,https://youtu.be/SED4jgxJ814?t=7189,KCOP 13,CrimeWatch Tonight,No,0,1989 09 06,KCOP 13--CrimeWatch Tonight,7178,7189,11,,"ffmpeg -ss 7177 -i ""1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA"".mp4 -c copy -t 14 ""KCOP 13--CrimeWatch Tonight__ zz_1989 09 06_1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA_7178s"".mp4"
35,55,205,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
36,55,211,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
37,55,217,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
38,55,223,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
39,55,229,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
40,55,235,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
41,55,241,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
42,55,247,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
43,55,253,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
44,55,259,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
45,55,265,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
46,55,271,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
47,55,277,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
48,55,283,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
49,55,289,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
50,55,295,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
51,55,301,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
52,55,307,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
53,55,313,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
54,55,319,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
55,55,325,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
56,55,331,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
57,55,337,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
58,55,343,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
59,55,349,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
60,55,355,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
61,55,361,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
62,55,367,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
63,55,373,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
64,55,379,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
65,55,385,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
66,55,391,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
67,55,397,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
68,55,403,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
69,55,409,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
70,55,415,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
71,55,421,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
72,55,427,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
73,55,433,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
74,55,439,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
75,55,445,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
76,55,451,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
77,55,457,https://youtu.be/SED4jgxJ814,1989 09 06 0000 US NA025116 V10 VHS18 MB28 E10 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
1,56,1,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=396,https://youtu.be/3ne-3MR3Qp0?t=426,Coors Light,Beer,Yes,0,1989 09 06,Coors Light--Beer,396,426,30,Int,"ffmpeg -ss 395 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""Coors Light--Beer_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_396s"".mp4"
2,56,7,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=427,https://youtu.be/3ne-3MR3Qp0?t=456,KMEX 34,"Celebration for El Grito, LIVE",Yes,0,1989 09 06,"KMEX 34--Celebration for El Grito, LIVE",427,456,29,Int,"ffmpeg -ss 426 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 32 ""KMEX 34--Celebration for El Grito, LIVE_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_427s"".mp4"
3,56,13,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=456,https://youtu.be/3ne-3MR3Qp0?t=487,In-n-Out Burger,On the screen we can see delicious burgers being made on a grill.,Yes,0,1989 09 06,In-n-Out Burger--On the screen we can see delicious burgers being made on a grill.,456,487,31,Int,"ffmpeg -ss 455 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 34 ""In-n-Out Burger--On the screen we can see delicious burgers being made on a grill._Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_456s"".mp4"
4,56,19,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=736,https://youtu.be/3ne-3MR3Qp0?t=767,McDonald's,McDonald's music+plus,Yes,0,1989 09 06,McDonald's--McDonald's music+plus,736,767,31,Int,"ffmpeg -ss 735 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 34 ""McDonald's--McDonald's music+plus_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_736s"".mp4"
5,56,25,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=767,https://youtu.be/3ne-3MR3Qp0?t=797,Sopp Chevrolet,Cars are being advertised,Yes,0,1989 09 06,Sopp Chevrolet--Cars are being advertised,767,797,30,Int,"ffmpeg -ss 766 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""Sopp Chevrolet--Cars are being advertised_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_767s"".mp4"
6,56,31,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=797,https://youtu.be/3ne-3MR3Qp0?t=827,Los Defensores,A lawyer for accidents,Yes,0,1989 09 06,Los Defensores--A lawyer for accidents,797,827,30,Int,"ffmpeg -ss 796 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""Los Defensores--A lawyer for accidents_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_797s"".mp4"
7,56,37,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1107,https://youtu.be/3ne-3MR3Qp0?t=1138,Speed Stick Deodorant ,Deodorant,Yes,0,1989 09 06,Speed Stick Deodorant --Deodorant,1107,1138,31,Int,"ffmpeg -ss 1106 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 34 ""Speed Stick Deodorant --Deodorant_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1107s"".mp4"
8,56,43,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1138,https://youtu.be/3ne-3MR3Qp0?t=1167,Miller Lite,Beer,Yes,0,1989 09 06,Miller Lite--Beer,1138,1167,29,Int,"ffmpeg -ss 1137 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 32 ""Miller Lite--Beer_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1138s"".mp4"
9,56,49,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1410,https://youtu.be/3ne-3MR3Qp0?t=1441,Yuban,Coffee,Yes,0,1989 09 06,Yuban--Coffee,1410,1441,31,Int,"ffmpeg -ss 1409 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 34 ""Yuban--Coffee_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1410s"".mp4"
10,56,55,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1441,https://youtu.be/3ne-3MR3Qp0?t=1470,Centro de Protección Legal,Legal help for employees and businesses,No,0,1989 09 06,Centro de Protección Legal--Legal help for employees and businesses,1441,1470,29,,"ffmpeg -ss 1440 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 32 ""Centro de Protección Legal--Legal help for employees and businesses__ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1441s"".mp4"
